-9.387213242419061743e+00,-9.387213242419061743e+00,-9.387213242419061743e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00,-9.036257667501773838e+00
-8.996993133515905683e+00,-8.996993133515905683e+00,-8.996993133515905683e+00,-8.996993133515905683e+00,-8.996993133515905683e+00,-8.996993133515905683e+00,-8.996993133515905683e+00,-8.996993133515905683e+00,-8.996993133515905683e+00,-8.996993133515905683e+00,-8.996993133515905683e+00
