-7.702959101957183030e+00,-7.702959101957183030e+00,-7.702959101957183030e+00,-7.702959101957183030e+00
-7.702259644165914132e+00,-7.702259644165914132e+00,-7.702259644165914132e+00,-7.702259644165914132e+00
-7.701498667521168073e+00,-7.701498667521168073e+00,-7.701498667521168073e+00,-7.701498667521168073e+00
-7.700675730074455494e+00,-7.700675730074455494e+00,-7.700675730074455494e+00,-7.700675730074455494e+00
-7.699790358982204985e+00,-7.699790358982204985e+00,-7.699790358982204985e+00,-7.699790358982204985e+00
-7.698842049996845738e+00,-7.698842049996845738e+00,-7.698842049996845738e+00,-7.698842049996845738e+00
-7.697830266912423447e+00,-7.697830266912423447e+00,-7.697830266912423447e+00,-7.697830266912423447e+00
-7.696754440953337273e+00,-7.696754440953337273e+00,-7.696754440953337273e+00,-7.696754440953337273e+00
-7.695613970091784495e+00,-7.695613970091784495e+00,-7.695613970091784495e+00,-7.695613970091784495e+00
-7.694408218279351175e+00,-7.694408218279351175e+00,-7.694408218279351175e+00,-7.694408218279351175e+00
-7.692728319045822438e+00,-7.692728319045822438e+00,-7.692728319045822438e+00,-7.692728319045822438e+00
-7.690157380905968232e+00,-7.690157380905968232e+00,-7.690157380905968232e+00,-7.690157380905968232e+00
-7.687454872338911116e+00,-7.687454872338911116e+00,-7.687454872338911116e+00,-7.687454872338911116e+00
-7.684619111238689015e+00,-7.684619111238689015e+00,-7.684619111238689015e+00,-7.684619111238689015e+00
-7.681648344018059404e+00,-7.681648344018059404e+00,-7.681648344018059404e+00,-7.681648344018059404e+00
-7.678887527816718794e+00,-7.678887527816718794e+00,-7.678887527816718794e+00,-7.678887527816718794e+00
-7.676673296702701599e+00,-7.676673296702701599e+00,-7.676673296702701599e+00,-7.676673296702701599e+00
-7.674356308137332938e+00,-7.674356308137332938e+00,-7.674356308137332938e+00,-7.674356308137332938e+00
-7.671934225404787533e+00,-7.671934225404787533e+00,-7.671934225404787533e+00,-7.671934225404787533e+00
-7.669404591258632387e+00,-7.669404591258632387e+00,-7.669404591258632387e+00,-7.669404591258632387e+00
-7.666764822248858913e+00,-7.666764822248858913e+00,-7.666764822248858913e+00,-7.666764822248858913e+00
-7.664012202429685061e+00,-7.664012202429685061e+00,-7.664012202429685061e+00,-7.664012202429685061e+00
-7.661143876364352678e+00,-7.661143876364352678e+00,-7.661143876364352678e+00,-7.661143876364352678e+00
-7.658156841330751696e+00,-7.658156841330751696e+00,-7.658156841330751696e+00,-7.658156841330751696e+00
-7.655047938617869363e+00,-7.655047938617869363e+00,-7.655047938617869363e+00,-7.655047938617869363e+00
-7.651813843788012548e+00,-7.651813843788012548e+00,-7.651813843788012548e+00,-7.651813843788012548e+00
-7.648451055761086081e+00,-7.648451055761086081e+00,-7.648451055761086081e+00,-7.648451055761086081e+00
-7.644955884559902159e+00,-7.644955884559902159e+00,-7.644955884559902159e+00,-7.644955884559902159e+00
-7.644269453260567282e+00,-7.644269453260567282e+00,-7.644269453260567282e+00,-7.644269453260567282e+00
-7.645970263386203669e+00,-7.645970263386203669e+00,-7.645970263386203669e+00,-7.645970263386203669e+00
-7.648026507180832212e+00,-7.648026507180832212e+00,-7.648026507180832212e+00,-7.648026507180832212e+00
-7.650004136897218032e+00,-7.650004136897218032e+00,-7.650004136897218032e+00,-7.650004136897218032e+00
-7.651902374526393658e+00,-7.651902374526393658e+00,-7.651902374526393658e+00,-7.651902374526393658e+00
-7.653720326151390196e+00,-7.653720326151390196e+00,-7.653720326151390196e+00,-7.653720326151390196e+00
-7.655456968914504223e+00,-7.655456968914504223e+00,-7.655456968914504223e+00,-7.655456968914504223e+00
-7.657111136814744867e+00,-7.657111136814744867e+00,-7.657111136814744867e+00,-7.657111136814744867e+00
-7.658681505203487561e+00,-7.658681505203487561e+00,-7.658681505203487561e+00,-7.658681505203487561e+00
-7.660166573836163728e+00,-7.660166573836163728e+00,-7.660166573836163728e+00,-7.660166573836163728e+00
-7.661564648323485827e+00,-7.661564648323485827e+00,-7.661564648323485827e+00,-7.661564648323485827e+00
-7.662873819814191023e+00,-7.662873819814191023e+00,-7.662873819814191023e+00,-7.662873819814191023e+00
-7.664091942724323481e+00,-7.664091942724323481e+00,-7.664091942724323481e+00,-7.664091942724323481e+00
-7.665216610316709200e+00,-7.665216610316709200e+00,-7.665216610316709200e+00,-7.665216610316709200e+00
-7.666245127914536717e+00,-7.666245127914536717e+00,-7.666245127914536717e+00,-7.666245127914536717e+00
-7.667174483519566763e+00,-7.667174483519566763e+00,-7.667174483519566763e+00,-7.667174483519566763e+00
-7.668001315586326250e+00,-7.668001315586326250e+00,-7.668001315586326250e+00,-7.668001315586326250e+00
-7.668874934548093769e+00,-7.668874934548093769e+00,-7.668874934548093769e+00,-7.668874934548093769e+00
-7.670209784555296118e+00,-7.670209784555296118e+00,-7.670209784555296118e+00,-7.670209784555296118e+00
-7.671406636673946622e+00,-7.671406636673946622e+00,-7.671406636673946622e+00,-7.671406636673946622e+00
-7.672460188000940207e+00,-7.672460188000940207e+00,-7.672460188000940207e+00,-7.672460188000940207e+00
-7.673364571430488112e+00,-7.673364571430488112e+00,-7.673364571430488112e+00,-7.673364571430488112e+00
-7.674113298706445541e+00,-7.674113298706445541e+00,-7.674113298706445541e+00,-7.674113298706445541e+00
-7.674699198356139007e+00,-7.674699198356139007e+00,-7.674699198356139007e+00,-7.674699198356139007e+00
-7.674633836476693283e+00,-7.674633836476693283e+00,-7.674633836476693283e+00,-7.674633836476693283e+00
-7.674010136691965300e+00,-7.674010136691965300e+00,-7.674010136691965300e+00,-7.674010136691965300e+00
-7.673230886606060785e+00,-7.673230886606060785e+00,-7.673230886606060785e+00,-7.673230886606060785e+00
-7.672285020386955701e+00,-7.672285020386955701e+00,-7.672285020386955701e+00,-7.672285020386955701e+00
-7.671160390833621001e+00,-7.671160390833621001e+00,-7.671160390833621001e+00,-7.671160390833621001e+00
-7.669843667968883949e+00,-7.669843667968883949e+00,-7.669843667968883949e+00,-7.669843667968883949e+00
-7.668320229649871145e+00,-7.668320229649871145e+00,-7.668320229649871145e+00,-7.668320229649871145e+00
-7.666574043816352102e+00,-7.666574043816352102e+00,-7.666574043816352102e+00,-7.666574043816352102e+00
-7.664587542023894251e+00,-7.664587542023894251e+00,-7.664587542023894251e+00,-7.664587542023894251e+00
-7.662341483948695853e+00,-7.662341483948695853e+00,-7.662341483948695853e+00,-7.662341483948695853e+00
-7.659814812600711953e+00,-7.659814812600711953e+00,-7.659814812600711953e+00,-7.659814812600711953e+00
-7.656984500050032061e+00,-7.656984500050032061e+00,-7.656984500050032061e+00,-7.656984500050032061e+00
-7.653825383555120432e+00,-7.653825383555120432e+00,-7.653825383555120432e+00,-7.653825383555120432e+00
-7.650309992085520427e+00,-7.650309992085520427e+00,-7.650309992085520427e+00,-7.650309992085520427e+00
-7.646408363359239679e+00,-7.646408363359239679e+00,-7.646408363359239679e+00,-7.646408363359239679e+00
-7.642087851668962095e+00,-7.642087851668962095e+00,-7.642087851668962095e+00,-7.642087851668962095e+00
-7.637312926952474434e+00,-7.637312926952474434e+00,-7.637312926952474434e+00,-7.637312926952474434e+00
-7.632044965779885004e+00,-7.632044965779885004e+00,-7.632044965779885004e+00,-7.632044965779885004e+00
-7.626242035180873735e+00,-7.626242035180873735e+00,-7.626242035180873735e+00,-7.626242035180873735e+00
-7.619858670527599465e+00,-7.619858670527599465e+00,-7.619858670527599465e+00,-7.619858670527599465e+00
-7.612845649023742389e+00,-7.612845649023742389e+00,-7.612845649023742389e+00,-7.612845649023742389e+00
-7.605149760732882847e+00,-7.605149760732882847e+00,-7.605149760732882847e+00,-7.605149760732882847e+00
-7.596713579510344871e+00,-7.596713579510344871e+00,-7.596713579510344871e+00,-7.596713579510344871e+00
-7.587475236687134306e+00,-7.587475236687134306e+00,-7.587475236687134306e+00,-7.587475236687134306e+00
-7.577368200890457040e+00,-7.577368200890457040e+00,-7.577368200890457040e+00,-7.577368200890457040e+00
-7.566321067976641501e+00,-7.566321067976641501e+00,-7.566321067976641501e+00,-7.566321067976641501e+00
