-4.348193591199595254e+00,-4.337466571097595036e+00,-4.326807386497118380e+00,-4.323012355293246678e+00,-4.318663994724490252e+00,-4.313211320347715372e+00,-4.308641480542424240e+00,-4.302953861714525985e+00,-4.296727596175092145e+00,-4.289974189815171535e+00,-4.282704631278707375e+00,-4.274929418205880793e+00,-4.266658590611013935e+00,-4.258214521778786121e+00,-4.248499352194386347e+00,-4.238602864197524411e+00,-4.228220780285757208e+00,-4.213514058782398486e+00,-4.198227929724231977e+00,-4.182782758669000067e+00
-4.346494950672896707e+00,-4.337466571090473622e+00,-4.326807386490031604e+00,-4.323012355286203423e+00,-4.316963409492890591e+00,-4.311510484171024338e+00,-4.306940339025453923e+00,-4.302953861707591088e+00,-4.296727596168167906e+00,-4.289974189808251737e+00,-4.282704631271785800e+00,-4.274929418198952114e+00,-4.267595942153259436e+00,-4.259151940034623607e+00,-4.249436945919604192e+00,-4.238602864190501585e+00,-4.228220780278695301e+00,-4.213514058775309934e+00,-4.199165827813109431e+00,-4.183720566275376029e+00
-4.343665190330148640e+00,-4.334635682947771684e+00,-4.326807386480653328e+00,-4.320179984935898609e+00,-4.314130537008113109e+00,-4.308677217204080812e+00,-4.304106582617689192e+00,-4.300119709966758741e+00,-4.296727596159004570e+00,-4.289974189799094617e+00,-4.282704631262626904e+00,-4.276488716451060768e+00,-4.269155405047184715e+00,-4.260711524657001981e+00,-4.250996835189996936e+00,-4.240162978412517880e+00,-4.228220780269349000e+00,-4.215074410784684034e+00,-4.200726290146732822e+00,-4.185280898899194746e+00
-4.339706306583934747e+00,-4.330675303104196239e+00,-4.322845885447005543e+00,-4.316217662385088971e+00,-4.310167566781012205e+00,-4.304713744506689643e+00,-4.300142465495519595e+00,-4.296155074936203633e+00,-4.292762552915613483e+00,-4.289974189787013614e+00,-4.284881499087743073e+00,-4.278665855527739481e+00,-4.271332793487399471e+00,-4.262889105498287812e+00,-4.253174867978290585e+00,-4.242341354947612331e+00,-4.230399336585720427e+00,-4.217253188598440339e+00,-4.202905262463315417e+00,-4.187459733637715509e+00
-4.334621165391794761e+00,-4.325588380019134149e+00,-4.317757643499413156e+00,-4.311128467931886199e+00,-4.305077634182365998e+00,-4.299623251033003690e+00,-4.295051213227224274e+00,-4.291063217583650946e+00,-4.287670222411722243e+00,-4.287670222411722243e+00,-4.287670222411722243e+00,-4.281454954464377849e+00,-4.274122245059280623e+00,-4.265678841763730134e+00,-4.255965228502880393e+00,-4.245132206355193283e+00,-4.233190473990621427e+00,-4.220044672056329382e+00,-4.205697064017370757e+00,-4.190251433084418053e+00
-4.328413572644683960e+00,-4.319378825181263259e+00,-4.311546663541768076e+00,-4.304916481765408420e+00,-4.298864889855380511e+00,-4.293409950849516044e+00,-4.288837091834221127e+00,-4.284848449210244326e+00,-4.284848449210244326e+00,-4.284848449210244326e+00,-4.284848449210244326e+00,-4.284848449210244326e+00,-4.277516219114176010e+00,-4.269073220087745035e+00,-4.259360434951199537e+00,-4.248528086587619157e+00,-4.236586786557607454e+00,-4.223441500054581965e+00,-4.209094383478785062e+00,-4.193648740667346608e+00
-4.321088363794102882e+00,-4.312051602347629853e+00,-4.304218020377251541e+00,-4.297586872550949622e+00,-4.291534588015328389e+00,-4.286079175171416011e+00,-4.281505495615139267e+00,-4.281505495615139267e+00,-4.281505495615139267e+00,-4.281505495615139267e+00,-4.281505495615139267e+00,-4.281505495615139267e+00,-4.281505495615139267e+00,-4.273063052998383959e+00,-4.263351337494112769e+00,-4.252519888504707524e+00,-4.240579215061094587e+00,-4.227434666902239790e+00,-4.213088274618510098e+00,-4.197642775618402489e+00
-4.312651512016843824e+00,-4.303612835200380182e+00,-4.295777967909327977e+00,-4.289146004234093645e+00,-4.283093192882585498e+00,-4.277637478454056286e+00,-4.277637478454056286e+00,-4.277637478454056286e+00,-4.277637478454056286e+00,-4.277637478454056286e+00,-4.277637478454056286e+00,-4.277637478454056286e+00,-4.277637478454056286e+00,-4.277637478454056286e+00,-4.267927117278312643e+00,-4.257096842261396397e+00,-4.245157044700444970e+00,-4.232013519306756066e+00,-4.217668152481862442e+00,-4.202223028278351258e+00
-4.302950599184919511e+00,-4.293908695572192791e+00,-4.286071475655506724e+00,-4.279437843057802837e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.273383766588267463e+00,-4.262554121306221688e+00,-4.250614504717872499e+00,-4.237471234544199383e+00,-4.223126019953812538e+00,-4.207680164709778126e+00
-4.292128213628222611e+00,-4.283083394088929907e+00,-4.275244142732542052e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.268609150557219678e+00,-4.256670014895743925e+00,-4.243527341336902126e+00,-4.229182642461895014e+00,-4.213736349160655870e+00
-4.280193820228523904e+00,-4.271146635857702378e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.263305881895403715e+00,-4.250164251427943185e+00,-4.235820548548869802e+00,-4.220374239053341192e+00
-4.267056680880801700e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.258006762503431020e+00,-4.243664817333154815e+00,-4.228219114185561622e+00
-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.252717545874662441e+00,-4.237273384804995047e+00
-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00,-4.246957667292501348e+00
-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00,-4.240875337758860830e+00
-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00,-4.234359310616340188e+00
-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00,-4.227772373260392236e+00
-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00,-4.221733169548573805e+00
-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00,-4.215258390726678961e+00
-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00,-4.208552623906994583e+00
-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00,-4.201369202172022810e+00
-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00,-4.195278908546006491e+00
-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00,-4.188967823591644546e+00
-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00,-4.182408669380677679e+00
-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00,-4.175431208451852783e+00
-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00,-4.169499116211743406e+00
-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00,-4.163715094661210259e+00
